PAY,Financials,Paymentus Holdings Inc
PAYC,Industrials,Paycom Software Inc
PB,Financials,Prosperity Bancshares Inc
PBA,Energy,Pembina Pipeline Corp
PBF,Energy,PBF Energy Inc
PBH,Health Care,Prestige Consumer Healthcare Inc
PBI,Industrials,Pitney Bowes Inc
PBR,Energy,Petroleo Brasileiro SA Petrobras
PBRa,Energy,Petroleo Brasileiro SA Petrobras
PBT,Energy,Permian Basin Royalty Trust
PCG,Utilities,PG&E Corp
PCOR,Information Technology,Procore Technologies Inc
PD,Information Technology,PagerDuty Inc
PDM,Real Estate,Piedmont Office Realty Trust Inc
PDS,Energy,Precision Drilling Corp
PEAK,Real Estate,Healthpeak Properties Inc
PEB,Real Estate,Pebblebrook Hotel Trust
PEG,Utilities,Public Service Enterprise Group Inc
PEN,Health Care,Penumbra Inc
PERF,Information Technology,Perfect Corp
PFE,Health Care,Pfizer Inc
PFGC,Consumer Staples,Performance Food Group Co
PFS,Financials,Provident Financial Services Inc
PFSI,Financials,PennyMac Financial Services Inc
PG,Consumer Staples,Procter & Gamble Co
PGR,Financials,Progressive Corp
PGRE,Real Estate,Paramount Group Inc
PGRU,Communication Services,PropertyGuru Group Ltd
PGTI,Industrials,PGT Innovations Inc
PH,Industrials,Parker-Hannifin Corp
PHG,Health Care,Koninklijke Philips NV
PHI,Communication Services,PLDT Inc
PHM,Consumer Discretionary,Pultegroup Inc
PHR,Health Care,Phreesia Inc
PHX,Energy,PHX Minerals Inc
PII,Consumer Discretionary,Polaris Inc
PINE,Real Estate,Alpine Income Property Trust Inc
PINS,Communication Services,Pinterest Inc
PIPR,Financials,Piper Sandler Companies
PJT,Financials,PJT Partners Inc
PK,Real Estate,Park Hotels & Resorts Inc
PKE,Industrials,Park Aerospace Corp
PKG,Materials,Packaging Corp of America
PKX,Materials,Posco Holdings Inc
PL,Industrials,Planet Labs PBC
PLD,Real Estate,Prologis Inc
PLNT,Consumer Discretionary,Planet Fitness Inc
PLOW,Industrials,Douglas Dynamics Inc
PLTR,Information Technology,Palantir Technologies Inc
PLYM,Real Estate,Plymouth Industrial REIT Inc
PM,Consumer Staples,Philip Morris International Inc
PMT,Financials,PennyMac Mortgage Investment Trust
PNC,Financials,PNC Financial Services Group Inc
PNM,Utilities,PNM Resources Inc
PNR,Industrials,Pentair PLC
PNW,Utilities,Pinnacle West Capital Corp
POR,Utilities,Portland General Electric Co
POST,Consumer Staples,Post Holdings Inc
PPG,Materials,PPG Industries Inc
PPL,Utilities,PPL Corp
PR,Energy,Permian Resources Corp
PRA,Financials,ProAssurance Corp
PRG,Financials,PROG Holdings Inc
PRGO,Health Care,Perrigo Company PLC
PRI,Financials,Primerica Inc
PRLB,Industrials,Proto Labs Inc
PRM,Materials,Perimeter Solutions SA
PRMW,Consumer Staples,Primo Water Corp
PRO,Information Technology,Pros Holdings Inc
PRT,Energy,PermRock Royalty Trust
PRU,Financials,Prudential Financial Inc
PSA,Real Estate,Public Storage
PSFE,Financials,Paysafe Ltd
PSN,Industrials,Parsons Corp
PSO,Consumer Discretionary,Pearson PLC
PSTG,Information Technology,Pure Storage Inc
PSTL,Real Estate,Postal Realty Trust Inc
PSX,Energy,Phillips 66
PUK,Financials,Prudential PLC
PUMP,Energy,ProPetro Holding Corp
PVH,Consumer Discretionary,PVH Corp
PVL,Energy,Permianville Royalty Trust
PWR,Industrials,Quanta Services Inc
PWSC,Information Technology,PowerSchool Holdings Inc
PX,Financials,P10 Inc
PXD,Energy,Pioneer Natural Resources Co
QBTS,Information Technology,D-Wave Quantum Inc
QD,Financials,Qudian Inc
QFTA,NULL,Quantum FinTech Acquisition Corp
QGEN,Health Care,Qiagen NV
QS,Consumer Discretionary,Quantumscape Corp
QSR,Consumer Discretionary,Restaurant Brands International Inc
QTWO,Information Technology,Q2 Holdings Inc
QUAD,Industrials,Quad/Graphics Inc
QUOT,Communication Services,Quotient Technology Inc
R,Industrials,Ryder System Inc
RACE,Consumer Discretionary,Ferrari NV
RAD,Consumer Staples,Rite Aid Corp
RAMP,Information Technology,Liveramp Holdings Inc
RBA,Industrials,RB Global Inc
RBC,Industrials,RBC Bearings Inc
RBLX,Communication Services,Roblox Corp
RBOT,Health Care,Vicarious Surgical Inc
RBT,Information Technology,Rubicon Technologies Inc
RC,Financials,Ready Capital Corp
RCI,Communication Services,Rogers Communications Inc
RCL,Consumer Discretionary,Royal Caribbean Cruises Ltd
RCUS,Health Care,Arcus Biosciences Inc
RDN,Financials,Radian Group Inc
RDW,Industrials,Redwire Corp
RDY,Health Care,Dr Reddy's Laboratories Ltd
RE,Financials,Everest Re Group Ltd
RELX,Industrials,Relx PLC
RENN,Information Technology,Renren Inc
RERE,Consumer Discretionary,ATRenew Inc
RES,Energy,RPC Inc
REVG,Industrials,REV Group Inc
REX,Energy,REX American Resources Corp
REXR,Real Estate,Rexford Industrial Realty Inc
REZI,Industrials,Resideo Technologies Inc
RF,Financials,Regions Financial Corp
RFL,Real Estate,Rafael Holdings Inc
RGA,Financials,Reinsurance Group of America Inc
RGR,Consumer Discretionary,Sturm Ruger & Company Inc
RGS,Consumer Discretionary,Regis Corp
RH,Consumer Discretionary,RH
RHI,Industrials,Robert Half International Inc
RHP,Real Estate,Ryman Hospitality Properties Inc
RIG,Energy,Transocean Ltd
RIO,Materials,Rio Tinto PLC
RITM,Financials,Rithm Capital Corp
RJF,Financials,Raymond James Financial Inc
RKT,Financials,Rocket Companies Inc
RL,Consumer Discretionary,Ralph Lauren Corp
RLI,Financials,Rli Corp
RLJ,Real Estate,RLJ Lodging Trust
RLX,Consumer Staples,RLX Technology Inc
RM,Financials,Regional Management Corp
RMAX,Real Estate,Re/Max Holdings Inc
RMD,Health Care,Resmed Inc
RNG,Information Technology,RingCentral Inc
RNGR,Energy,Ranger Energy Services Inc
RNR,Financials,Renaissancere Holdings Ltd
ROG,Information Technology,Rogers Corp
ROK,Industrials,Rockwell Automation Inc
ROL,Industrials,Rollins Inc
ROP,Information Technology,Roper Technologies Inc
RPM,Materials,RPM International Inc
RPT,Real Estate,RPT Realty
RRC,Energy,Range Resources Corp
RRX,Industrials,Regal Rexnord Corp
RS,Materials,Reliance Steel & Aluminum Co
RSG,Industrials,Republic Services Inc
RSI,Consumer Discretionary,Rush Street Interactive Inc
RSKD,Information Technology,Riskified Ltd
RTO,Industrials,Rentokil Initial PLC
RTX,Industrials,Raytheon Technologies Corp
RVLV,Consumer Discretionary,Revolve Group Inc
RVTY,Health Care,Revvity Inc
RWT,Financials,Redwood Trust Inc
RXO,Industrials,RXO Inc
RY,Financials,Royal Bank of Canada
RYAM,Materials,Rayonier Advanced Materials Inc
RYAN,Financials,Ryan Specialty Holdings Inc
RYI,Materials,Ryerson Holding Corp
RYN,Real Estate,Rayonier Inc
S,Information Technology,SentinelOne Inc
SA,Materials,Seabridge Gold Inc
SAFE,Real Estate,Safehold Inc
SAH,Consumer Discretionary,Sonic Automotive Inc
SAIC,Industrials,Science Applications International Corp
SAM,Consumer Staples,Boston Beer Company Inc
SAN,Financials,Banco Santander SA
SAND,Materials,Sandstorm Gold Ltd
SAP,Information Technology,SAP SE
SAVE,Industrials,Spirit Airlines Inc
SB,Industrials,Safe Bulkers Inc
SBH,Consumer Discretionary,Sally Beauty Holdings Inc
SBOW,Energy,SilverBow Resources Inc
SBR,Energy,Sabine Royalty Trust
SBS,Utilities,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP
SBSW,Materials,Sibanye Stillwater Ltd
SCCO,Materials,Southern Copper Corp
SCHW,Financials,Charles Schwab Corp
SCI,Consumer Discretionary,Service Corporation International
SCL,Materials,Stepan Co
SCS,Industrials,Steelcase Inc
SCU,Financials,Sculptor Capital Management Inc
SCX,Industrials,L S Starrett Co
SD,Energy,SandRidge Energy Inc
SDRL,Energy,Seadrill Ltd
SE,Communication Services,Sea Ltd
SEAS,Consumer Discretionary,SeaWorld Entertainment Inc
SEE,Materials,Sealed Air Corp
SEM,Health Care,Select Medical Holdings Corp
SEMR,Information Technology,SEMrush Holdings Inc
SES,Industrials,SES AI Corp
SF,Financials,Stifel Financial Corp
SFBS,Financials,ServisFirst Bancshares Inc
SFL,Energy,SFL Corporation Ltd
SG,Consumer Discretionary,Sweetgreen Inc
SGHC,Consumer Discretionary,SGHC Limited
SHAK,Consumer Discretionary,Shake Shack Inc
SHCO,Consumer Discretionary,Soho House & Co Inc
SHEL,Energy,Shell PLC
SHG,Financials,Shinhan Financial Group Co Ltd
SHO,Real Estate,Sunstone Hotel Investors Inc
SHOP,Information Technology,Shopify Inc
SHPW,Industrials,Shapeways Holdings Inc
SHW,Materials,Sherwin-Williams Co
SID,Materials,Companhia Siderurgica Nacional SA
SIG,Consumer Discretionary,Signet Jewelers Ltd
SII,Financials,Sprott Inc
SITC,Real Estate,Site Centers Corp
SITE,Industrials,SiteOne Landscape Supply Inc
SIX,Consumer Discretionary,Six Flags Entertainment Corp
SJM,Consumer Staples,J M Smucker Co
SJT,Energy,San Juan Basin Royalty Trust
SJW,Utilities,SJW Group
SKE,Materials,Skeena Resources Ltd
SKIL,Industrials,Skillsoft Corp
SKLZ,Communication Services,Skillz Inc
SKM,Communication Services,SK Telecom Co Ltd
SKT,Real Estate,Tanger Factory Outlet Centers Inc
SKX,Consumer Discretionary,Skechers USA Inc
SKY,Consumer Discretionary,Skyline Champion Corp
SLB,Energy,Schlumberger NV
SLCA,Energy,US Silica Holdings Inc
SLF,Financials,Sun Life Financial Inc
SLG,Real Estate,SL Green Realty Corp
SLGN,Materials,Silgan Holdings Inc
SLQT,Financials,SelectQuote Inc
SLVM,Materials,Sylvamo Corp
SM,Energy,SM Energy Co
SMAR,Information Technology,Smartsheet Inc
SMFG,Financials,Sumitomo Mitsui Financial Group Inc
SMG,Materials,Scotts Miracle-Gro Co
SMHI,Energy,SEACOR Marine Holdings Inc
SMP,Consumer Discretionary,Standard Motor Products Inc
SMR,Industrials,Nuscale Power Corp
SMRT,Information Technology,SmartRent Inc
SMWB,Information Technology,Similarweb Ltd
SNA,Industrials,Snap-On Inc
SNAP,Communication Services,Snap Inc
SNDA,Health Care,Sonida Senior Living Inc
SNDR,Industrials,Schneider National Inc
SNN,Health Care,Smith & Nephew PLC
SNOW,Information Technology,Snowflake Inc.
SNV,Financials,Synovus Financial Corp
SNX,Information Technology,TD Synnex Corp
SO,Utilities,Southern Co
SOI,Energy,Solaris Oilfield Infrastructure Inc
SOL,Industrials,Emeren Group Ltd
SON,Materials,Sonoco Products Co
SONX,Health Care,Sonendo Inc
SONY,Consumer Discretionary,Sony Group Corp
SOS,Industrials,Sos Ltd
SPB,Consumer Staples,Spectrum Brands Holdings Inc
SPCE,Industrials,Virgin Galactic Holdings Inc
SPG,Real Estate,Simon Property Group Inc
SPGI,Financials,S&P Global Inc
SPHR,Communication Services,Sphere Entertainment Co
SPIR,Industrials,Spire Global Inc
SPNT,Financials,Siriuspoint Ltd
SPOT,Communication Services,Spotify Technology SA
SPR,Industrials,Spirit AeroSystems Holdings Inc
SPRU,Utilities,Spruce Power Holding Corp
SPXC,Industrials,SPX Technologies Inc
SQ,Financials,Block Inc
SQM,Materials,Sociedad Quimica y Minera de Chile SA
SQNS,Information Technology,Sequans Communications SA
SQSP,Information Technology,Squarespace Inc
SQZ,Health Care,SQZ Biotechnologies Co
SR,Utilities,Spire Inc
SRC,Real Estate,Spirit Realty Capital Inc
SRE,Utilities,Sempra
SRG,Real Estate,Seritage Growth Properties
SRI,Consumer Discretionary,Stoneridge Inc
SRL,Financials,Scully Royalty Ltd
SRT,Industrials,Startek Inc
SSD,Industrials,Simpson Manufacturing Co Inc
SSL,Materials,Sasol Ltd
SST,Communication Services,System1 Inc
SSTK,Communication Services,Shutterstock Inc
SSU,Consumer Discretionary,SIGNA Sports United NV
ST,Industrials,Sensata Technologies Holding PLC
STAG,Real Estate,STAG Industrial Inc
STC,Financials,Stewart Information Services Corp
STE,Health Care,STERIS plc
STEM,Industrials,Stem Inc
STG,Consumer Discretionary,Sunlands Technology Group
STLA,Consumer Discretionary,Stellantis NV
STM,Information Technology,STMicroelectronics NV
STN,Industrials,Stantec Inc
STNG,Energy,Scorpio Tankers Inc
STR,Energy,Sitio Royalties Corp
STT,Financials,State Street Corp
STVN,Health Care,Stevanato Group SpA
STWD,Financials,Starwood Property Trust Inc
STZ,Consumer Staples,Constellation Brands Inc
SU,Energy,Suncor Energy Inc
SUI,Real Estate,Sun Communities Inc
SUM,Materials,Summit Materials Inc
SUNL,Financials,Sunlight Financial Holdings Inc
SUP,Consumer Discretionary,Superior Industries International Inc
SUPV,Financials,Grupo Supervielle SA
SUZ,Materials,Suzano SA
SWI,Information Technology,SolarWinds Corp
SWK,Industrials,Stanley Black & Decker Inc
SWN,Energy,Southwestern Energy Co
SWX,Utilities,Southwest Gas Holdings Inc
SXC,Materials,SunCoke Energy Inc
SXI,Industrials,Standex International Corp
SXT,Materials,Sensient Technologies Corp
SYF,Financials,Synchrony Financial
SYK,Health Care,Stryker Corp
SYY,Consumer Staples,Sysco Corp
T,Communication Services,AT&T Inc
TAC,Utilities,TransAlta Corp
TAK,Health Care,Takeda Pharmaceutical Co Ltd
TAL,Consumer Discretionary,TAL Education Group
TALO,Energy,Talos Energy Inc
TAP,Consumer Staples,Molson Coors Beverage Co
TAPa,Consumer Staples,Molson Coors Beverage Co
TARO,Health Care,Taro Pharmaceutical Industries Ltd
TBI,Industrials,TrueBlue Inc
TCI,Real Estate,Transcontinental Realty Investors Inc
TCN,Real Estate,Tricon Residential Inc
TCS,Consumer Discretionary,Container Store Group Inc
TD,Financials,Toronto-Dominion Bank
TDC,Information Technology,Teradata Corp
TDCX,Industrials,TDCX Inc
TDG,Industrials,TransDigm Group Inc
TDOC,Health Care,Teladoc Health Inc
TDS,Communication Services,Telephone and Data Systems Inc
TDW,Energy,Tidewater Inc
TDY,Information Technology,Teledyne Technologies Inc
TECK,Materials,Teck Resources Ltd
TEF,Communication Services,Telefonica SA
TEL,Information Technology,TE Connectivity Ltd
TEO,Communication Services,Telecom Argentina SA
TEVA,Health Care,Teva Pharmaceutical Industries Ltd
TEX,Industrials,Terex Corp
TFC,Financials,Truist Financial Corp
TFII,Industrials,TFI International Inc
TFPM,Materials,Triple Flag Precious Metals Corp
TFX,Health Care,Teleflex Inc
TG,Materials,Tredegar Corp
TGH,Industrials,Textainer Group Holdings Ltd
TGI,Industrials,Triumph Group Inc
TGLS,Industrials,Tecnoglass Inc
TGNA,Communication Services,Tegna Inc
TGS,Energy,Transportadora de Gas del Sur SA
TGT,Consumer Staples,Target Corp
THC,Health Care,Tenet Healthcare Corp
THG,Financials,Hanover Insurance Group Inc
THO,Consumer Discretionary,Thor Industries Inc
THR,Industrials,Thermon Group Holdings Inc
THS,Consumer Staples,TreeHouse Foods Inc
TIMB,Communication Services,Tim SA
TISI,Industrials,Team Inc
TIXT,Industrials,Telus International Cda Inc
TJX,Consumer Discretionary,TJX Companies Inc
TK,Energy,Teekay Corp
TKC,Communication Services,Turkcell Iletisim Hizmetleri AS
TKR,Industrials,Timken Co
TLK,Communication Services,Telkom Indonesia (Persero) Tbk PT
TLYS,Consumer Discretionary,Tillys Inc
TM,Consumer Discretionary,Toyota Motor Corp
TME,Communication Services,Tencent Music Entertainment Group
TMHC,Consumer Discretionary,Taylor Morrison Home Corp
TMO,Health Care,Thermo Fisher Scientific Inc
TMST,Materials,TimkenSteel Corp
TNC,Industrials,Tennant Co
TNET,Industrials,TriNet Group Inc
TNK,Energy,Teekay Tankers Ltd
TNL,Consumer Discretionary,Travel + Leisure Co
TNP,Energy,Tsakos Energy Navigation Ltd
TOL,Consumer Discretionary,Toll Brothers Inc
TOST,Financials,Toast Inc
TPB,Consumer Staples,Turning Point Brands Inc
TPC,Industrials,Tutor Perini Corp
TPH,Consumer Discretionary,Tri Pointe Homes Inc (Delaware)
TPL,Energy,Texas Pacific Land Corp
TPR,Consumer Discretionary,Tapestry Inc
TPX,Consumer Discretionary,Tempur Sealy International Inc
TR,Consumer Staples,Tootsie Roll Industries Inc
TRC,Real Estate,Tejon Ranch Co
TREX,Industrials,Trex Company Inc
TRGP,Energy,Targa Resources Corp
TRI,Industrials,Thomson Reuters Corp
TRN,Industrials,Trinity Industries Inc
TRNO,Real Estate,Terreno Realty Corp
TROX,Materials,Tronox Holdings PLC
TRP,Energy,TC Energy Corp
TRTN,Industrials,Triton International Ltd
TRTX,Financials,TPG RE Finance Trust Inc
TRU,Industrials,TransUnion
TRV,Financials,Travelers Companies Inc
TS,Energy,Tenaris SA
TSE,Materials,Trinseo PLC
TSM,Information Technology,Taiwan Semiconductor Manufacturing Co Ltd
TSN,Consumer Staples,Tyson Foods Inc
TSQ,Communication Services,Townsquare Media Inc
TT,Industrials,Trane Technologies PLC
TTC,Industrials,Toro Co
TTE,Energy,TotalEnergies SE
TTI,Energy,Tetra Technologies Inc
TU,Communication Services,Telus Corp
TUP,Consumer Discretionary,Tupperware Brands Corp
TUYA,Information Technology,Tuya Inc
TV,Communication Services,Grupo Televisa SAB
TWI,Industrials,Titan International Inc
TWLO,Information Technology,Twilio Inc
TWO,Financials,Two Harbors Investment Corp
TX,Materials,Ternium SA
TXT,Industrials,Textron Inc
TYL,Information Technology,Tyler Technologies Inc
U,Information Technology,Unity Software Inc
UA,Consumer Discretionary,Under Armour Inc
UAA,Consumer Discretionary,Under Armour Inc
UBA,Real Estate,Urstadt Biddle Properties Inc
UBER,Industrials,Uber Technologies Inc
UBP,Real Estate,Urstadt Biddle Properties Inc
UBS,Financials,UBS Group AG
UDR,Real Estate,UDR Inc
UE,Real Estate,Urban Edge Properties
UFI,Consumer Discretionary,Unifi Inc
UGI,Utilities,UGI Corp
UGP,Energy,Ultrapar Participacoes SA
UHAL,Industrials,U-Haul Holding Co
UHALb,Industrials,U-Haul Holding Co
UHS,Health Care,Universal Health Services Inc
UHT,Real Estate,Universal Health Realty Income Trust
UI,Information Technology,Ubiquiti Inc
UIS,Information Technology,Unisys Corp
UL,Consumer Staples,Unilever PLC
UMC,Information Technology,United Microelectronics Corp
UMH,Real Estate,UMH Properties Inc
UNF,Industrials,UniFirst Corp
UNFI,Consumer Staples,United Natural Foods Inc
UNH,Health Care,UnitedHealth Group Inc
UNM,Financials,Unum Group
UNP,Industrials,Union Pacific Corp
UNVR,Industrials,Univar Solutions Inc
UP,Industrials,Wheels Up Experience Inc
UPH,Health Care,Uphealth Inc
UPS,Industrials,United Parcel Service Inc
URI,Industrials,United Rentals Inc
USB,Financials,US Bancorp
USFD,Consumer Staples,US Foods Holding Corp
USM,Communication Services,United States Cellular Corp
USNA,Consumer Staples,USANA Health Sciences Inc
USPH,Health Care,US Physical Therapy Inc
USX,Industrials,US Xpress Enterprises Inc
UTI,Consumer Discretionary,Universal Technical Institute Inc
UTL,Utilities,Unitil Corp
UTZ,Consumer Staples,UTZ Brands Inc
UVE,Financials,Universal Insurance Holdings Inc
UVV,Consumer Staples,Universal Corp
UWMC,Financials,UWM Holdings Corp
V,Financials,Visa Inc
VAC,Consumer Discretionary,Marriott Vacations Worldwide Corp
VAL,Energy,Valaris Ltd
VALE,Materials,Vale SA
VAPO,Health Care,Vapotherm Inc
VATE,Industrials,Innovate Corp
VEEV,Health Care,Veeva Systems Inc
VEL,Financials,Velocity Financial Inc
VET,Energy,Vermilion Energy Inc
VFC,Consumer Discretionary,VF Corp
VGR,Consumer Staples,Vector Group Ltd
VHC,Information Technology,VirnetX Holding Corp
VHI,Materials,Valhi Inc
VIAO,Information Technology,VIA Optronics AG
VICI,Real Estate,VICI Properties Inc
VIPS,Consumer Discretionary,Vipshop Holdings Ltd
VIST,Energy,Vista Energy SAB de CV
VIV,Communication Services,Telefonica Brasil SA
VLD,Industrials,Velo3D Inc
VLN,Information Technology,Valens Semiconductor Ltd
VLO,Energy,Valero Energy Corp
VLRS,Industrials,Controladora Vuela Compania de Aviacion SAB de CV
VMC,Materials,Vulcan Materials Co
VMI,Industrials,Valmont Industries Inc
VMW,Information Technology,VMware Inc
VNCE,Consumer Discretionary,Vince Holding Corp
VNO,Real Estate,Vornado Realty Trust
VNT,Information Technology,Vontier Corp
VOC,Energy,VOC Energy Trust
VOYA,Financials,Voya Financial Inc
VPG,Information Technology,Vishay Precision Group Inc
VRE,Real Estate,Veris Residential Inc
VRT,Industrials,Vertiv Holdings Co
VRTV,Industrials,Veritiv Corp
VSCO,Consumer Discretionary,Victoria's Secret & Co
VSH,Information Technology,Vishay Intertechnology Inc
VST,Utilities,Vistra Corp
VSTO,Consumer Discretionary,Vista Outdoor Inc
VTEX,Communication Services,VTEX
VTLE,Energy,Vital Energy Inc
VTOL,Energy,Bristow Group Inc
VTR,Real Estate,Ventas Inc
VTS,Energy,Vitesse Energy Inc
VVI,Industrials,Viad Corp
VVV,Consumer Discretionary,Valvoline Inc
VVX,Industrials,V2X Inc
VZ,Communication Services,Verizon Communications Inc
VZIO,Consumer Discretionary,Vizio Holding Corp
W,Consumer Discretionary,Wayfair Inc
WAB,Industrials,Westinghouse Air Brake Technologies Corp
WAL,Financials,Western Alliance Bancorp
WAT,Health Care,Waters Corp
WBS,Financials,Webster Financial Corp
WBX,Industrials,Wallbox NV
WCC,Industrials,Wesco International Inc
WCN,Industrials,Waste Connections Inc
WD,Financials,Walker & Dunlop Inc
WDH,Financials,Waterdrop Inc
WDS,Energy,Woodside Energy Group Ltd
WE,Real Estate,WeWork Inc
WEAV,Information Technology,Weave Communications Inc
WEC,Utilities,WEC Energy Group Inc
WELL,Real Estate,Welltower Inc
WEX,Financials,WEX Inc
WF,Financials,Woori Financial Group Inc
WFC,Financials,Wells Fargo & Co
WFG,Materials,West Fraser Timber Co Ltd
WGO,Consumer Discretionary,Winnebago Industries Inc
WH,Consumer Discretionary,Wyndham Hotels & Resorts Inc
WHD,Energy,Cactus Inc
WHG,Financials,Westwood Holdings Group Inc
WHR,Consumer Discretionary,Whirlpool Corp
WIT,Information Technology,Wipro Ltd
WK,Information Technology,Workiva Inc
WLK,Materials,Westlake Corp
WLY,Communication Services,John Wiley & Sons Inc
WLYB,Communication Services,John Wiley & Sons Inc
WM,Industrials,Waste Management Inc
WMB,Energy,Williams Companies Inc
WMC,Financials,Western Asset Mortgage Capital Corp
WMK,Consumer Staples,Weis Markets Inc
WMS,Industrials,Advanced Drainage Systems Inc
WMT,Consumer Staples,Walmart Inc
WNC,Industrials,Wabash National Corp
WNS,Industrials,WNS (Holdings) Ltd
WOLF,Information Technology,Wolfspeed Inc
WOR,Materials,Worthington Industries Inc
WOW,Communication Services,WideOpenWest Inc
WPC,Real Estate,WP Carey Inc
WPM,Materials,Wheaton Precious Metals Corp
WPP,Communication Services,WPP PLC
WRB,Financials,W R Berkley Corp
WRBY,Consumer Discretionary,Warby Parker Inc
WRK,Materials,Westrock Co
WSM,Consumer Discretionary,Williams-Sonoma Inc
WSO,Industrials,Watsco Inc
WSOb,Industrials,Watsco Inc
WSR,Real Estate,Whitestone REIT
WST,Health Care,West Pharmaceutical Services Inc
WT,Financials,Wisdomtree Inc
WTI,Energy,W&T Offshore Inc
WTM,Financials,White Mountains Insurance Group Ltd
WTRG,Utilities,Essential Utilities Inc
WTS,Industrials,Watts Water Technologies Inc
WTTR,Energy,Select Water Solutions Inc
WU,Financials,Western Union Co
WWE,Communication Services,World Wrestling Entertainment Inc
WWW,Consumer Discretionary,Wolverine World Wide Inc
WY,Real Estate,Weyerhaeuser Co
X,Materials,United States Steel Corp
XHR,Real Estate,Xenia Hotels & Resorts Inc
XIN,Real Estate,Xinyuan Real Estate Co Ltd
XOM,Energy,Exxon Mobil Corp
XPER,Information Technology,Xperi Inc
XPEV,Consumer Discretionary,Xpeng Inc
XPO,Industrials,XPO Inc
XPOF,Consumer Discretionary,Xponential Fitness Inc
XPRO,Energy,Expro Group Holdings NV
XYF,Financials,X Financial
XYL,Industrials,Xylem Inc
YALA,Communication Services,Yalla Group Ltd
YELP,Communication Services,Yelp Inc
YETI,Consumer Discretionary,Yeti Holdings Inc
YEXT,Information Technology,Yext Inc
YMM,Industrials,Full Truck Alliance Co Ltd
YOU,Information Technology,Clear Secure Inc
YPF,Energy,YPF SA
YRD,Financials,Yiren Digital Ltd
YSG,Consumer Staples,Yatsen Holding Ltd
YUM,Consumer Discretionary,Yum! Brands Inc
YUMC,Consumer Discretionary,Yum China Holdings Inc
ZBH,Health Care,Zimmer Biomet Holdings Inc
ZEPP,Information Technology,Zepp Health Corp
ZETA,Information Technology,Zeta Global Holdings Corp
ZEV,Industrials,Lightning eMotors Inc
ZGN,Consumer Discretionary,Ermenegildo Zegna NV
ZH,Communication Services,Zhihu Inc
ZIM,Industrials,ZIM Integrated Shipping Services Ltd
ZIP,Communication Services,Ziprecruiter Inc
ZTO,Industrials,ZTO Express (Cayman) Inc
ZTS,Health Care,Zoetis Inc
ZUO,Information Technology,Zuora Inc
ZVIA,Consumer Staples,Zevia PBC
ZWS,Industrials,Zurn Elkay Water Solutions Corp
AACG,Consumer Discretionary,ATA Creativity Global
AACI,NULL,Armada Acquisition Corp I
AADI,Health Care,Aadi Bioscience Inc
AAL,Industrials,American Airlines Group Inc
AAME,Financials,Atlantic American Corp
AAOI,Information Technology,Applied Optoelectronics Inc
AAON,Industrials,Aaon Inc
AAPL,Information Technology,Apple Inc
ABCB,Financials,Ameris Bancorp
ABCL,Health Care,Abcellera Biologics Inc
ABCM,Health Care,Abcam PLC
ABEO,Health Care,Abeona Therapeutics Inc
ABIO,Health Care,ARCA Biopharma Inc
ABNB,Consumer Discretionary,Airbnb Inc
ABOS,Health Care,Acumen Pharmaceuticals Inc
ABSI,Health Care,Absci Corp
ABST,Information Technology,Absolute Software Corp
ABUS,Health Care,Arbutus Biopharma Corp
ABVC,Health Care,ABVC Biopharma Inc
ACAB,NULL,Atlantic Coastal Acquisition Corp II
ACAC,NULL,Acri Capital Acquisition Corp
ACAD,Health Care,ACADIA Pharmaceuticals Inc
ACAH,NULL,Atlantic Coastal Acquisition Corp
ACAX,NULL,Alset Capital Acquisition Corp
ACB,Health Care,Aurora Cannabis Inc
ACBA,NULL,Ace Global Business Acquisition Ltd
ACCD,Health Care,Accolade Inc
ACDC,Energy,ProFrac Holding Corp
ACER,Health Care,Acer Therapeutics Inc
ACET,Health Care,Adicet Bio Inc
ACGL,Financials,Arch Capital Group Ltd
ACGN,Health Care,Aceragen Inc
ACHC,Health Care,Acadia Healthcare Company Inc
ACHL,Health Care,Achilles Therapeutics PLC
ACHV,Health Care,Achieve Life Sciences Inc
ACIU,Health Care,AC Immune SA
ACIW,Information Technology,ACI Worldwide Inc
ACLS,Information Technology,Axcelis Technologies Inc
ACLX,Health Care,Arcellx Inc
ACMR,Information Technology,ACM Research Inc
ACNB,Financials,ACNB Corp
ACNT,Materials,Ascent Industries Co
ACON,Health Care,Aclarion Inc
ACOR,Health Care,Acorda Therapeutics Inc
ACRS,Health Care,Aclaris Therapeutics Inc
ACRV,Health Care,Acrivon Therapeutics Inc
ACRX,Health Care,AcelRx Pharmaceuticals Inc
ACST,Health Care,Acasti Pharma Inc
ACT,Financials,Enact Holdings Inc
ACTG,Financials,Acacia Research Corp
ACVA,Industrials,ACV Auctions Inc
ACXP,Health Care,Acurx Pharmaceuticals Inc
ADAG,Health Care,Adagene Inc
ADAP,Health Care,Adaptimmune Therapeutics PLC
ADBE,Information Technology,Adobe Inc
ADD,Consumer Discretionary,Color Star Technology Co Ltd
ADEA,Information Technology,Adeia Inc
ADER,NULL,26 Capital Acquisition Corp
ADES,Materials,Advanced Emissions Solutions Inc
ADI,Information Technology,Analog Devices Inc
ADIL,Health Care,Adial Pharmaceuticals Inc
ADMA,Health Care,ADMA Biologics Inc
ADMP,Health Care,Adamis Pharmaceuticals Corp
